Time,P_load3,P_load4,const_0V,delta1,delta2,delta3,delta4,factor1,factor2,factor3,factor4,sigma1,sigma2,sigma3,sigma4
0.0352,349.25647,347.99194,0.0,442.349,177.8426,235.74551,392.8138,12.999751,147.54976,29.63509,0.0,455.34875,325.39236,265.3806,392.8138
0.0354,340.98752,340.1775,0.0,461.22116,171.14027,249.79713,377.95642,0.8586143,163.17899,3.3531709,0.0,462.0798,334.31924,253.1503,377.95642
0.0356,331.3964,330.70233,0.0,476.75302,169.19174,267.97528,358.65887,13.064335,173.6645,0.0,30.360855,463.6887,342.85626,267.97528,389.01974
0.0358,320.42514,319.8109,0.0,490.6496,162.04976,279.81592,341.1189,24.795696,186.61897,0.0,56.16126,465.85388,348.66873,279.81592,397.28015
0.036,308.14783,307.70905,0.0,501.81137,149.23775,283.49954,326.6246,33.26835,201.69023,0.0,74.84003,468.54303,350.92798,283.49954,401.46463
0.0362,294.7549,294.56134,0.0,507.57962,136.42049,282.9837,313.34705,39.36439,213.525,0.0,88.32183,468.21524,349.9455,282.9837,401.66885
0.0364,280.46536,280.51587,0.0,507.65384,126.23046,281.18652,299.57687,44.218452,220.20058,0.0,99.0824,463.43536,346.43103,281.18652,398.65927
0.0366,265.4814,265.72513,0.0,504.3132,116.555824,278.16833,284.7172,48.545513,224.4921,0.0,108.682945,455.7677,341.0479,278.16833,393.40015
0.0368,249.994,250.35332,0.0,499.63364,105.08592,273.4887,268.53278,52.78788,229.17786,0.0,118.082794,446.84576,334.26376,273.4887,386.61557
0.037,234.1912,234.57487,0.0,493.8192,92.08465,267.6759,250.68394,57.219513,234.20679,0.0,127.87751,436.5997,326.29144,267.6759,378.56146
0.0372,218.25111,218.5697,0.0,486.01773,78.94323,261.40628,231.03864,61.83979,238.14598,0.0,138.0656,424.17795,317.0892,261.40628,369.10422
0.0374,202.33444,202.51671,0.0,475.70523,66.080414,254.51846,209.92316,66.38631,240.40294,0.0,148.06938,409.3189,306.48334,254.51846,357.99252
0.0376,186.58836,186.58621,0.0,462.9669,52.928185,246.3327,187.82666,70.561295,241.405,0.0,157.24422,392.4056,294.3332,246.3327,345.07086
0.0378,171.15335,170.93463,0.0,448.00107,39.10062,236.51707,165.0255,74.23945,241.52808,0.0,165.31422,373.7616,280.6287,236.51707,330.33972
0.038,156.16309,155.70195,0.0,430.85403,24.84034,225.30199,141.52481,77.471054,240.63809,0.0,172.39005,353.383,265.47842,225.30199,313.91486
0.0382,141.73845,141.0118,0.0,411.57404,10.533397,213.07016,117.276726,80.35631,238.50845,0.0,178.69025,331.21774,249.04184,213.07016,295.96698
0.0384,127.98225,126.97135,0.0,390.3802,3.7373421,200.00389,92.34008,82.95343,227.74153,0.0,184.34192,307.42676,231.47888,200.00389,276.682
0.0386,114.97812,113.67099,0.0,367.5734,18.08744,186.13503,66.86004,85.27614,194.84508,0.0,189.3742,282.29727,212.93253,186.13503,256.23425
0.0388,102.79123,101.18361,0.0,343.38074,32.53574,171.51137,41.00005,87.318405,160.99608,0.0,193.77411,256.06232,193.53181,171.51137,234.77415
0.039,91.46892,89.56399,0.0,317.92432,46.94574,156.2441,14.911032,89.06908,126.4505,0.0,197.52019,228.85526,173.39624,156.2441,212.43121
0.0392,81.041084,78.848976,0.0,291.31384,61.177715,140.44194,11.238176,90.50818,91.46199,0.0,178.08902,200.80568,152.63971,140.44194,189.3272
0.0394,71.520966,69.05785,0.0,263.712,75.165215,124.1686,37.271755,91.613174,56.21448,0.0,128.32079,172.09882,131.3797,124.1686,165.59253
0.0396,62.906685,60.193382,0.0,235.31355,88.88163,107.48825,63.01825,92.3722,20.862442,0.0,78.35477,142.94135,109.74407,107.48825,141.37302
0.0398,55.18295,52.243187,0.0,206.31364,102.26767,90.50106,88.3292,92.78846,0.0,18.74166,28.494074,113.525185,102.26767,109.24272,116.82327
0.04,48.322697,45.181503,0.0,176.89702,115.23406,73.33277,113.07209,76.32114,0.0,53.420166,0.0,100.57589,115.23406,126.75293,113.07209
0.0402,42.288937,38.971268,0.0,144.49156,126.4705,56.104862,138.55846,23.979599,0.0,87.50659,0.0,120.51196,126.4705,143.61145,138.55846
0.0404,37.037544,33.566242,0.0,80.924255,125.82248,36.500202,179.73267,63.013805,0.0,124.27127,0.0,143.93806,125.82248,160.77147,179.73267
0.0406,32.52819,28.913559,0.0,10.359234,124.65383,7.0582833,236.427,165.89946,0.0,176.91895,0.0,176.2587,124.65383,183.97723,236.427
0.0408,28.744137,24.957886,0.0,111.1076,134.07387,32.80657,302.23935,107.776665,0.0,183.79431,0.0,218.88426,134.07387,216.60089,302.23935
0.041,25.677687,21.809355,0.0,217.90811,138.06111,77.98796,356.81418,75.098495,40.280293,162.46346,0.0,293.0066,178.34142,240.45143,356.81418
0.0412,23.261805,19.532309,0.0,326.53662,130.5091,130.02002,381.9892,52.314777,110.49207,113.046394,0.0,378.85138,241.00117,243.06642,381.9892
0.0414,21.440058,17.979517,0.0,423.04175,125.637535,187.95657,384.62485,22.356037,171.63191,48.0225,0.0,445.3978,297.26944,235.97906,384.62485
0.0416,20.223408,17.028479,0.0,499.94977,124.00901,241.10724,376.6471,6.659078,218.82713,0.0,14.447415,493.29068,342.83615,241.10724,391.0945
0.0418,19.6104,16.599634,0.0,558.8303,119.80526,281.09628,366.75433,30.161957,256.8709,0.0,66.03873,528.6684,376.67618,281.09628,432.79306
0.042,19.578703,16.65744,0.0,603.8815,111.1128,307.57486,357.88184,47.83923,289.55222,0.0,104.91604,556.04224,400.66504,307.57486,462.79788
0.0422,20.09961,17.201168,0.0,638.6697,100.90005,325.89288,349.1216,61.786564,317.053,0.0,135.6545,576.8831,417.95306,325.89288,484.7761
0.0424,21.159544,18.253647,0.0,666.4914,91.70767,341.10336,339.1055,74.16609,339.6805,0.0,162.97015,592.32526,431.38818,341.10336,502.07565
0.0426,22.772,19.853285,0.0,690.59503,82.96709,354.9983,327.64243,86.07064,359.7724,0.0,189.24217,604.52435,442.7395,354.9983,516.88464
0.0428,24.976063,22.050308,0.0,713.0359,73.06244,367.28134,315.31998,97.65396,379.63983,0.0,214.80289,615.3819,452.70227,367.28134,530.12286
0.043,27.828995,24.905457,0.0,733.9415,61.706398,377.5195,302.66953,108.66169,399.5525,0.0,239.09462,625.27985,461.25888,377.5195,541.76416
0.0432,31.39994,28.48927,0.0,749.8146,50.78818,385.59622,288.5942,118.77291,416.19632,0.0,261.41525,631.0416,466.9845,385.59622,550.00946
0.0434,35.76486,32.854492,0.0,731.01886,51.257305,387.90878,260.12027,126.09029,404.54318,0.0,277.5468,604.9285,455.8005,387.90878,537.66705
0.0436,40.981018,37.778576,0.0,681.3173,52.275936,366.39087,239.07788,119.66384,373.91718,0.0,263.567,561.6535,426.1931,366.39087,502.64487
0.0438,47.00843,43.22117,0.0,621.34503,44.141926,325.78967,226.91028,104.09947,343.17374,0.0,229.67862,517.24554,387.31567,325.78967,456.5889
0.044,53.71939,49.2691,0.0,555.7697,35.18304,283.9363,208.79059,89.375595,309.60803,0.0,197.63486,466.39413,344.79108,283.9363,406.42545
0.0442,60.98212,55.932945,0.0,491.15503,29.883802,249.77354,183.19058,79.152504,274.19412,0.0,175.35803,412.0025,304.0779,249.77354,358.5486
0.0444,68.71176,63.157806,0.0,433.1278,25.858406,222.54608,154.84915,72.65607,241.9109,0.0,161.19707,360.47174,267.76932,222.54608,316.04623
0.0446,76.8629,70.91179,0.0,383.5685,19.838026,199.66972,125.82686,69.01811,216.05858,0.0,153.24832,314.55038,235.89659,199.66972,279.0752
0.0448,85.40578,79.13543,0.0,340.29245,11.979024,178.81717,98.035065,66.61723,195.21915,0.0,147.97878,273.67523,207.19818,178.81717,246.01384
0.045,94.307884,87.75435,0.0,299.71973,4.256628,158.70764,72.552055,64.05433,175.93068,0.0,142.33597,235.66539,180.1873,158.70764,214.88802
0.0452,103.524796,96.68997,0.0,259.60773,2.5090346,138.35432,49.737373,60.53449,151.2811,0.0,134.59137,199.07323,153.79013,138.35432,184.32874
0.0454,112.99386,105.86529,0.0,219.59225,8.973418,117.117805,29.30259,55.96815,118.59112,0.0,124.552055,163.6241,127.56454,117.117805,153.85464
0.0456,122.630844,115.20513,0.0,180.1347,15.76032,95.22145,10.397646,50.816418,85.81644,0.0,113.2251,129.31828,101.57675,95.22145,123.62274
0.0458,132.33412,124.63261,0.0,141.60606,22.709576,73.57809,7.9993434,45.716198,53.393177,0.0,86.00226,95.88986,76.10275,73.57809,94.0016
0.046,141.99481,134.06459,0.0,104.150665,29.406403,52.989418,26.576675,41.111115,21.962748,0.0,38.69259,63.03955,51.36915,52.989418,65.269264
0.0462,151.50569,143.40923,0.0,67.852936,35.783875,33.640114,45.474453,32.632515,0.0,11.616311,0.0,35.220425,35.783875,45.256424,45.474453
0.0464,160.76395,152.56694,0.0,32.743393,42.03903,15.256158,64.44974,16.952263,0.0,40.800808,0.0,49.695656,42.03903,56.056965,64.44974
0.0466,169.66962,161.43373,0.0,1.2637409,48.25147,2.4740448,83.151634,62.68626,0.0,64.293,0.0,63.95,48.25147,66.767044,83.151634
0.0468,178.12415,169.90497,0.0,34.324013,54.283966,19.697824,101.28221,43.457447,0.0,57.454895,0.0,77.78146,54.283966,77.15272,101.28221
0.047,186.03094,177.87883,0.0,66.509224,59.971794,36.439983,118.61823,24.497046,1.2182313,50.572838,0.0,91.00626,61.190025,87.01282,118.61823
0.0472,193.29715,185.2586,0.0,97.74098,65.25637,52.68483,135.00352,20.553522,16.401098,43.5544,0.0,118.2945,81.65747,96.23923,135.00352
0.0474,199.83559,191.95436,0.0,127.849,70.142075,68.38224,150.32803,17.194773,31.167217,36.405067,0.0,145.04378,101.309296,104.78731,150.32803
0.0476,205.56664,197.88426,0.0,156.66708,74.60094,83.43719,164.52095,13.798072,45.43663,29.17979,0.0,170.46515,120.03757,112.61698,164.52095
0.0478,210.42041,202.97545,0.0,184.07014,78.56568,97.746826,177.52362,10.38627,59.17984,21.92561,0.0,194.45642,137.74551,119.67244,177.52362
0.048,214.33867,207.16528,0.0,209.97028,81.9824,111.24366,189.2635,6.9629927,72.37736,14.6494665,0.0,216.93327,154.35976,125.89313,189.2635
0.0482,217.27573,210.40239,0.0,234.2888,84.81615,123.8893,199.66571,3.5224624,85.008125,7.3387313,0.0,237.81126,169.82428,131.22803,199.66571
0.0484,219.19922,212.65103,0.0,255.11592,87.810165,135.54889,207.8,0.12807523,95.44745,0.12979655,0.0,255.24399,183.25761,135.6787,207.8
0.0486,220.09334,213.97443,0.0,267.1642,92.38757,143.97015,213.57669,1.7308275,99.568115,0.0,3.8183868,265.43338,191.95569,143.97015,217.39508
0.0488,219.98128,214.47731,0.0,272.744,96.03379,146.9031,220.15886,0.89595413,100.40989,0.0,2.1551394,271.84802,196.44368,146.9031,222.314
0.049,218.93661,214.12689,0.0,276.19077,97.35421,146.90987,225.88504,0.6173199,101.50306,1.7291393,0.0,276.80807,198.85727,148.639,225.88504
0.0492,217.0466,212.89606,0.0,279.47406,97.67817,147.38826,228.91177,1.0521826,103.15673,2.8265846,0.0,280.52625,200.8349,150.21484,228.91177
0.0494,214.37474,210.78934,0.0,283.319,97.54333,149.55957,228.743,0.16522686,105.46276,0.31297725,1.0525036,283.15375,203.00609,149.87254,229.7955
0.0496,210.9648,207.84262,0.0,292.00952,87.44843,148.22308,225.51187,2.9033997,117.30034,0.0,7.179255,289.1061,204.74876,148.22308,232.69113
0.0498,206.90813,204.11467,0.0,303.39713,69.60747,144.71078,217.42906,7.645893,135.89424,0.0,17.663439,295.75125,205.50171,144.71078,235.09251
0.05,202.41457,199.68715,0.0,310.24008,60.76681,149.64879,201.89182,15.868841,145.79251,0.0,35.72137,294.37125,206.55933,149.64879,237.61319
0.0502,197.58827,194.6744,0.0,313.28287,60.299755,161.56302,181.72879,26.377047,147.86891,0.0,58.74071,286.90582,208.16867,161.56302,240.4695
0.0504,192.3742,189.2052,0.0,316.50534,56.719784,170.28886,162.9438,35.80812,152.12674,0.0,79.39201,280.6972,208.84653,170.28886,242.33582
0.0506,186.74805,183.38596,0.0,320.246,46.501686,171.77557,148.01433,42.52506,161.09726,0.0,94.11063,277.72095,207.59895,171.77557,242.12495
0.0508,180.77066,177.28851,0.0,321.38248,35.248848,169.31696,135.66933,46.97457,169.18755,0.0,103.878204,274.4079,204.43639,169.31696,239.54753
0.051,174.52892,170.96326,0.0,318.1962,27.29378,166.29602,124.2452,50.065884,172.49634,0.0,110.67692,268.1303,199.79013,166.29602,234.92212
0.0512,168.09479,164.45454,0.0,312.2559,21.253618,162.88622,113.19562,52.36572,172.88484,0.0,115.74456,259.89017,194.13846,162.88622,228.94017
0.0514,161.52954,157.80807,0.0,305.9102,14.160821,158.23283,102.37484,54.26215,173.73456,0.0,119.92403,251.64803,187.89537,158.23283,222.29886
0.0516,154.8962,151.07251,0.0,299.84268,5.616887,152.68245,91.32799,56.135757,175.71777,0.0,124.047066,243.70694,181.33466,152.68245,215.37506
0.0518,148.25581,144.29977,0.0,293.31726,2.89558,147.22925,79.60345,58.19341,171.61967,0.0,128.56186,235.12387,174.51526,147.22925,208.1653
0.052,141.65872,137.54376,0.0,285.68967,10.587114,142.09727,67.22825,60.33309,156.73047,0.0,133.24492,225.35658,167.31758,142.09727,200.47318
0.0522,135.14526,130.8572,0.0,276.98383,17.973736,136.66718,54.586163,62.295918,141.60612,0.0,137.53271,214.6879,159.57986,136.66718,192.11888
0.0524,128.75336,124.28843,0.0,267.4186,25.677,130.41441,41.967712,63.919518,125.548904,0.0,141.06941,203.49908,151.2259,130.41441,183.03712
0.0526,122.522545,117.87992,0.0,257.00076,33.613663,123.405396,29.379492,65.21399,108.671814,0.0,143.87888,191.78679,142.28548,123.405396,173.25838
0.0528,116.4916,111.66861,0.0,245.64621,41.371952,115.98487,16.716318,66.2673,91.47605,0.0,146.15297,179.3789,132.848,115.98487,162.86928
0.053,110.69472,105.68687,0.0,233.43683,48.809956,108.34202,3.9512265,67.141655,74.200485,0.0,148.02824,166.29518,123.010445,108.34202,151.97946
0.0532,105.16035,99.96301,0.0,220.60007,56.077328,100.46732,8.8465605,67.856804,56.782116,0.0,131.85387,152.74327,112.85944,100.46732,140.70042
0.0534,99.91227,94.52134,0.0,207.33044,63.285995,92.349815,21.596972,68.42073,39.186504,0.0,107.532745,138.90971,102.472496,92.349815,129.12971
0.0536,94.90926,89.3809,0.0,189.18929,64.96367,84.66262,32.56217,67.37434,26.04677,0.0,83.26391,121.81494,91.01044,84.66262,115.82607
0.0538,90.1248,84.5471,0.0,165.87389,60.465397,76.98818,40.213825,63.98758,18.046139,0.0,60.51449,101.886314,78.511536,76.98818,100.72832
0.054,85.521835,80.0107,0.0,140.76843,55.35625,66.097885,42.94984,57.750553,9.794804,0.0,41.38415,83.017876,65.151054,66.097885,84.33399
0.0542,81.09984,75.74989,0.0,119.10625,57.331203,49.63103,41.97412,49.766994,0.0,7.9937844,25.872974,69.33925,57.331203,57.624817,67.8471
0.0544,76.93031,71.74053,0.0,100.863815,61.872517,33.638878,41.66376,42.83843,0.0,24.92493,11.335023,58.02539,61.872517,58.56381,52.998783
0.0546,73.06369,67.97182,0.0,83.816536,63.43095,22.647034,44.5727,35.97877,0.0,37.138252,0.0,47.837765,63.43095,59.785286,44.5727
0.0548,69.50742,64.44907,0.0,67.60398,62.543903,15.724087,50.228073,16.47255,0.0,45.552753,0.0,51.13143,62.543903,61.276836,50.228073
0.055,66.245926,61.18561,0.0,52.943855,62.61342,9.606802,56.95223,2.3720644,0.0,54.289772,0.0,55.315918,62.61342,63.896576,56.95223
0.0552,63.26724,58.193333,0.0,39.061794,64.45456,2.705762,63.989872,21.43528,0.0,64.90768,0.0,60.497074,64.45456,67.61344,63.989872
0.0554,60.570187,55.478634,0.0,0.52576274,56.95147,5.7861886,84.01272,68.229904,0.0,66.125206,0.0,68.75567,56.95147,71.91139,84.01272
0.0556,58.164967,53.043007,0.0,71.51378,44.16877,22.477774,122.43215,27.191593,14.027792,58.543964,0.0,98.70537,58.19656,81.021736,122.43215
0.0558,56.09556,50.886917,0.0,156.71829,41.7262,50.81763,171.94075,22.930387,66.7664,49.386177,0.0,179.64868,108.4926,100.20381,171.94075
0.056,54.438873,49.076088,0.0,244.23483,47.826763,86.17428,224.65942,18.113766,115.26891,39.056416,0.0,262.3486,163.09567,125.23069,224.65942
0.0562,53.275528,47.99275,0.0,330.2081,51.45917,130.33954,254.48454,3.2758996,164.50008,6.906936,0.0,333.484,215.95924,137.24648,254.48454
0.0564,52.689648,47.65082,0.0,402.88678,49.828716,173.18684,261.55133,17.235638,209.2998,0.0,37.858,385.65115,259.1285,173.18684,299.40933
0.0566,52.73493,47.98733,0.0,424.9126,56.14344,205.63222,236.95006,37.275986,218.40799,0.0,81.812515,387.63663,274.55142,205.63222,318.76257
0.0568,53.41252,48.95989,0.0,406.56482,58.824326,219.49501,190.67375,53.613895,205.592,0.0,117.65026,352.95093,264.41632,219.49501,308.324
0.057,54.66067,50.499958,0.0,366.46896,50.66509,214.73256,134.96129,65.503105,186.8268,0.0,143.68379,300.96585,237.49188,214.73256,278.64508
0.0572,56.368828,52.24502,0.0,316.41824,38.60542,191.49686,95.77104,65.57506,164.61746,0.0,143.82686,250.84319,203.22287,191.49686,239.5979
0.0574,58.394634,54.105457,0.0,265.61002,31.75809,163.43883,73.27946,58.20699,138.48074,0.0,127.769714,207.40302,170.23883,163.43883,201.04918
0.0576,60.626335,56.129753,0.0,222.87071,30.441216,140.55342,60.137466,49.929066,113.53649,0.0,109.74924,172.94164,143.9777,140.55342,169.8867
0.0578,63.015533,58.35198,0.0,193.84245,29.480742,124.2183,52.55204,43.63374,96.618576,0.0,96.064354,150.20872,126.09932,124.2183,148.6164
0.058,65.55978,60.78303,0.0,178.0852,26.33084,112.96178,48.65628,39.670258,89.15236,0.0,87.46793,138.41495,115.4832,112.96178,136.12422
0.0582,68.277435,63.417435,0.0,170.59369,22.597013,105.41191,47.267727,37.18653,87.060074,0.0,82.09608,133.40717,109.65709,105.41191,129.3638
0.0584,71.19276,66.2437,0.0,166.03342,20.131378,99.96586,47.658665,35.04257,85.90613,0.0,77.4599,130.99084,106.037506,99.96586,125.11857
0.0586,74.325195,69.25254,0.0,161.42107,18.642147,94.68461,49.276886,32.45652,84.08526,0.0,71.85579,128.96455,102.7274,94.68461,121.132675
0.0588,77.67923,72.42584,0.0,155.9189,16.859488,87.954956,52.123333,28.954094,81.93128,0.0,64.22966,126.96481,98.79077,87.954956,116.353
0.059,81.23606,75.660835,0.0,145.71419,16.33136,77.62703,58.02177,22.64675,76.15133,0.0,50.46561,123.06744,92.48269,77.62703,108.48738
0.0592,84.94799,78.95058,0.0,127.618484,18.001732,65.056694,61.768826,15.080233,64.17257,0.0,33.95954,112.53825,82.1743,65.056694,95.72837
0.0594,88.750656,82.31169,0.0,107.00478,18.364086,51.810566,61.54392,8.365678,51.544724,0.0,19.310326,98.63911,69.908806,51.810566,80.85424
0.0596,92.57832,85.748184,0.0,87.16595,16.689178,39.893734,56.508766,3.8906083,40.733143,0.0,9.542644,83.27534,57.422318,39.893734,66.05141
0.0598,96.37901,89.24412,0.0,68.563324,14.554062,30.745735,47.029625,1.8879243,30.972088,0.0,5.156745,66.6754,45.52615,30.745735,52.186367
0.06,100.12338,92.76555,0.0,50.64453,12.916228,23.972101,34.69191,1.5669382,21.295786,0.0,4.427182,49.077595,34.212013,23.972101,39.11909
0.0602,103.79846,96.26881,0.0,33.05829,11.295594,17.878403,21.532854,1.7609575,11.812747,0.0,4.808567,31.297333,23.108341,17.878403,26.341421
0.0604,107.3928,99.70989,0.0,15.648491,9.0845585,11.062143,9.054005,1.6010438,2.8297226,0.0,4.408311,14.047446,11.914281,11.062143,13.4623165
0.0606,110.88609,103.05048,0.0,1.7625167,6.4524765,3.2411864,2.1565483,0.77170396,0.0,0.0,0.0,2.5342207,6.4524765,3.2411864,2.1565483
0.0608,114.24921,106.2591,0.0,19.211376,3.9351683,5.1341057,12.147863,0.6324139,6.799677,0.0,0.58118284,18.578962,10.734845,5.1341057,12.729047
0.061,117.44961,109.309235,0.0,36.42368,1.7337269,13.580259,21.16886,2.3680336,20.064981,0.0,4.4325013,34.055645,21.798708,13.580259,25.60136
0.0612,120.45577,112.180595,0.0,52.68825,0.43810079,21.741678,29.48064,4.1275325,31.849253,0.0,8.328828,48.56072,32.287354,21.741678,37.809467
0.0614,123.2411,114.908325,0.0,63.246185,4.492702,27.981415,37.27051,4.538328,35.497723,0.0,9.274707,58.70786,39.990425,27.981415,46.54522
0.0616,125.79536,117.529144,0.0,66.22098,9.90479,30.42841,44.889236,2.7182798,33.68552,0.0,5.341213,63.502697,43.59031,30.42841,50.23045
0.0618,128.13533,120.039444,0.0,66.271965,13.718315,29.381449,52.895615,0.52638197,31.164812,0.6450282,0.0,66.79835,44.88313,30.026476,52.895615
0.062,130.29572,122.39269,0.0,66.58651,16.013706,27.942085,59.53139,3.2745543,29.80171,6.6830297,0.0,69.86107,45.815414,34.625114,59.53139
0.0622,132.3007,124.553085,0.0,68.07832,18.482765,28.665657,63.78613,4.467078,29.027454,9.324779,0.0,72.5454,47.51022,37.990437,63.78613
0.0624,134.14616,126.50254,0.0,70.78924,21.621176,31.79455,66.053474,4.1962404,28.541824,8.77822,0.0,74.98548,50.163,40.57277,66.053474
0.0626,135.80536,128.23615,0.0,74.57234,24.606565,35.927708,67.50319,3.2001235,28.802395,6.657288,0.0,77.77247,53.408962,42.584995,67.50319
0.0628,137.24709,129.75343,0.0,78.97056,26.837519,39.74803,69.111084,2.1926765,29.932186,4.5169063,0.0,81.16324,56.769707,44.26494,69.111084
0.063,138.44849,131.05177,0.0,83.29184,28.57402,42.827206,71.23222,1.5359921,31.342707,3.144038,0.0,84.827835,59.91673,45.97124,71.23222
0.0632,139.39694,132.12448,0.0,87.06178,30.294449,45.30426,73.77114,1.2674041,32.43123,2.6193228,0.0,88.32919,62.725677,47.923584,73.77114
0.0634,140.08665,132.96223,0.0,90.27995,32.06289,47.368675,76.47411,1.2546096,33.155056,2.6514883,0.0,91.53456,65.21795,50.020164,76.47411
0.0636,140.51588,133.5555,0.0,93.220345,33.636196,49.139896,79.06821,1.3145183,33.841236,2.842984,0.0,94.53487,67.47743,51.982883,79.06821
0.0638,140.68552,133.89687,0.0,96.084335,34.868275,50.758644,81.31085,1.2855597,34.707756,2.8395612,0.0,97.369896,69.576035,53.598206,81.31085
